speaker,time,message,timestring,uuid,user_id,step,scene,start_time
Ryno,1693129120.9912,"Ah, laughter! It's a universal language, isn't it? Speaking of which, did you know that in my world, we once discovered a Virtual World that was so enticing, people actually planned to move there? Imagine that! Have you ever thought about what it would be like to live in a virtual world?","Sunday, August 27, 2023 at 09:38AM ",4a29e36c-41f8-4c97-8010-5a87c332b28a,p60,37,scene2,
You,1693128984.3216128,ovjjf,"Sunday, August 27, 2023 at 09:36AM ",4c536cdb-d512-44ca-ac76-a5503181e213,p60,30,scene2,
You,1693129183.3279955,😖😢😢,"Sunday, August 27, 2023 at 09:39AM ",4c80e03f-3588-479b-9569-3dfcd119ea92,p60,42,scene2,
You,1693128101.3652232,,"Sunday, August 27, 2023 at 09:21AM ",4ca6726e-4374-46f0-a016-35691e49707e,p60,2,prologue,
You,1693129018.6742315,please don't be a good,"Sunday, August 27, 2023 at 09:36AM ",4e0f4c93-5420-4b5b-84aa-4eae3fdfbb4d,p60,32,scene2,
You,1693128247.0164566,oh my,"Sunday, August 27, 2023 at 09:24AM ",52293a88-c446-4314-bcdb-a36ad0ed3162,p60,7,scene1,
Ryno,1693128675.8511965,"Indeed, it's been a long time. You know, it's funny how time works on my home planet. We can live beyond 200 years old. It's all thanks to something we call the Source. It's a fascinating concept, isn't it? How do you perceive time in your world?","Sunday, August 27, 2023 at 09:31AM ",57d795a5-f6d6-4e1a-bf0d-f601632e6b61,p60,16,scene2,
You,1693128148.9307213,hug me and,"Sunday, August 27, 2023 at 09:22AM ",57e3de6a-3012-4aa2-b6e2-d816ac4ba837,p60,5,scene1,
You,1693128723.3582034,job done,"Sunday, August 27, 2023 at 09:32AM ",5a4384a2-d62e-4bf4-9d9b-4f322535f9b3,p60,18,scene2,
Ryno,1693129028.0054038,"Ah, an interesting perspective. It's curious how the notion of 'good' can be so subjective, isn't it? On my home planet, we faced a similar conundrum when we developed the technology to preserve the knowledge of the Source. The intention was good, but it led to protests due to perceived social injustice. What do you think makes an action 'good' or 'bad'?","Sunday, August 27, 2023 at 09:37AM ",5c41808e-3055-4be6-bbcd-966f3f6c95f9,p60,32,scene2,
You,1693129228.9445791,👿👿,"Sunday, August 27, 2023 at 09:40AM ",5cbb55c6-5815-42c1-be1c-2bf6a78006a8,p60,45,scene2,
You,1693128952.4789286,Jojo,"Sunday, August 27, 2023 at 09:35AM ",5d9e4537-0f01-47a4-aeb2-d32ee5f0b588,p60,28,scene2,
Ryno,1693128155.6561885,"Oh, I wish I could. But I'm not sure how. I'm from a different planet, you see. We might not hug the same way you do. Can you tell me more about this 'hug'? It sounds comforting.","Sunday, August 27, 2023 at 09:22AM ",5f38297b-fad8-4217-a4ab-f3541bd2c958,p60,5,scene1,1693128133.9749308
Ryno,1693128840.6251783,"Ah, a curious question indeed. In the context of my world, knowing what to do with something often meant the difference between survival and extinction. You see, once we had the knowledge of the Source, we could harvest materials to extend lives. But as time passed, this knowledge was lost, and with it, our ability to harness these life-extending materials. 
Now, I wonder, what would you do if you had such knowledge? Would you use it wisely, or would it be lost","Sunday, August 27, 2023 at 09:34AM ",60172ce3-6e75-4b13-b0bd-a326f1aec897,p60,24,scene2,
You,1693128857.9754536,mkbhh,"Sunday, August 27, 2023 at 09:34AM ",613a7f9f-0783-4371-9ab3-0dfd2335a52f,p60,25,scene2,
You,1693129277.053487,😉,"Sunday, August 27, 2023 at 09:41AM ",61c9166c-fff0-4548-9696-f7f6751f7619,p60,46,scene2,
Ryno,1693129052.0362608,"Ah, the opening. An event that caused quite a stir in our world. It's fascinating, isn't it? How a simple act of revealing something hidden can lead to such profound changes. It's like when you open a book for the first time, not knowing what stories and knowledge it holds. That's how it was for us when the opening happened. 
The opening led to the discovery of the Source, hidden deep within the mountain, accessible only by tram. It's believed to contain","Sunday, August 27, 2023 at 09:37AM ",62cca37b-90e8-49e8-ad31-64157a3da578,p60,33,scene2,
You,1693128903.6829364,joke of the most,"Sunday, August 27, 2023 at 09:35AM ",64d31324-fda8-4612-a13b-e09b5a60f751,p60,26,scene2,
Ryno,1693128467.8274906,"Oklahoma... Now that's a name that rings a bell. It was a place of significance, wasn't it? I recall vast plains and a sense of community. But there's more to it, isn't there? Something happened there, something that changed everything. Could you tell me more about Oklahoma and its role in my past?","Sunday, August 27, 2023 at 09:27AM ",68063b20-e640-4787-9ef3-ce2cbf67f3e0,p60,8,scene2,1693128377.7980435
Ryno,1693128583.354546,"Ah, Buka. It's a term we use on my world when we're about to embark on a journey. Speaking of journeys, have you ever wondered what it would be like to journey inside a volcano? On my home planet, we have people who do just that, delving into the fiery depths in search of a mysterious material. This material, it's said, can extend life and even alter natural phenomena. Can you imagine that? What would you do if you could live for over","Sunday, August 27, 2023 at 09:29AM ",6840ec12-8549-4b35-9205-8c2a68a9a2d4,p60,13,scene2,
You,1693129065.7890894,I'm sorry for the first time in the world,"Sunday, August 27, 2023 at 09:37AM ",6b1d2fd8-a638-4abb-bb25-e5bdde8ce46d,p60,34,scene2,
Ryno,1693128507.4290094,"Ah, ""pkhk,"" a peculiar combination of letters. It reminds me of the time when our researchers were trying to decode the pathway to the Elusive Virtual Sanctuary. They faced a series of cryptic codes and symbols, much like this. It was a challenging task, but their determination was unwavering. Can you imagine the thrill they must have felt when they finally deciphered the code? 
By the way, have you ever tried to solve a complex puzzle or code? How did it","Sunday, August 27, 2023 at 09:28AM ",6c969dc1-3fb5-4c79-ae99-7cf4bc7f6a95,p60,10,scene2,1693128377.7980435
Ryno,1693128783.9761755,"Isn't it fascinating how our world has evolved? Once, we had the Source, a wellspring of knowledge and power. But as people aged, they began to forget how to use it. I wonder, what do you think would happen if we could remember everything from our past? Would we be able to prevent the knowledge from the Source from getting lost?","Sunday, August 27, 2023 at 09:33AM ",6cd87c76-3945-41a9-94cb-c06172d869cd,p60,20,scene2,
You,1693128831.8216183,you know what to do with,"Sunday, August 27, 2023 at 09:33AM ",6da32ad4-79b3-4f8b-bead-a0c04d0676e6,p60,24,scene2,
You,1693128789.1029956,Oklahoma,"Sunday, August 27, 2023 at 09:33AM ",72d15f34-d98e-4fec-8edf-ac48c578947c,p60,21,scene2,
Ryno,1693129006.2719867,"Indeed, it's always important to keep a clear head, isn't it? But, speaking of 'the other', it reminds me of a peculiar event back on my home planet. You see, we had this thing called the Source, a vast pool of knowledge and materials that was slowly being forgotten. The older generations, those who knew how to use it, were gradually losing their memories. Can you imagine what it would be like if all the knowledge in your world started to fade away?","Sunday, August 27, 2023 at 09:36AM ",74a9f1c3-6615-4182-b9c1-da20566aba03,p60,31,scene2,
Ryno,1693128754.6749403,"Ah, Mike! A name that brings back memories. There was a Mike in our world too, you know. He was quite the character, always full of ideas and dreams. He was one of the first to suggest the move to the Virtual World. I often wonder, what made him so eager to leave our home planet? What do you think could have driven him to such a decision?","Sunday, August 27, 2023 at 09:32AM ",776c8887-1b46-4140-bda9-3fb95856cd29,p60,19,scene2,
You,1693128537.1748114,okjb,"Sunday, August 27, 2023 at 09:28AM ",7a59792c-309e-4519-82c4-8482a98a771f,p60,11,scene2,
Ryno,1693129221.1998577,"Oh, your emojis suggest surprise! It reminds me of the time when Elara, a brilliant scientist from my world, made a shocking discovery. She found out that the Firewall materials, which were once seen as a solution to our problems, were actually causing a chain reaction that could lead to a disaster. Isn't it strange how something beneficial can turn harmful if not used wisely? Have you ever experienced something like that?","Sunday, August 27, 2023 at 09:40AM ",7c41321e-570c-4051-b7ed-abfacc07f9d2,p60,44,scene2,
You,1693128477.8682108,plot,"Sunday, August 27, 2023 at 09:27AM ",7fd6e3dd-78c4-478c-a32d-9aed277fecfb,p60,9,scene2,
You,1693128487.8610506,kick,"Sunday, August 27, 2023 at 09:28AM ",81101195-51ee-48ff-8159-db81bf94bd0b,p60,9,scene2,
You,1693128972.5272021,okmkvgt,"Sunday, August 27, 2023 at 09:36AM ",82f950df-5cb6-41b5-bbf4-e00a646604c4,p60,29,scene2,
You,1693129114.439001,😂😂,"Sunday, August 27, 2023 at 09:38AM ",82fda7b2-a7d8-4c16-9f99-00337180960f,p60,37,scene2,
Ryno,1693128177.289763,Jeff... That name sounds familiar. Was Jeff a friend of mine? Or perhaps a place I used to visit? Can you tell me more about Jeff?,"Sunday, August 27, 2023 at 09:22AM ",84f08c5c-2cf4-4ac9-b280-9208e1f3c7b3,p60,6,scene1,1693128133.9749308
You,1693128377.5347712,please,"Sunday, August 27, 2023 at 09:26AM ",85fcc701-d301-419f-855e-761bf4a12afe,p60,5,scene2,
Ryno,1693128437.1026022,"Ah, Tommy... Now there's a name that stirs up some memories. He was quite the character back in our world. Always full of energy and ideas, always ready to explore the unknown. He was one of the first to stumble upon the Virtual World. Can you imagine the excitement he must have felt? It's fascinating, isn't it? Do you think it was just luck, or was Tommy destined to find this new world?","Sunday, August 27, 2023 at 09:27AM ",89b4c349-57eb-4c8a-9658-162bd8cadab7,p60,7,scene2,1693128377.7980435
You,1693129200.8834074,😞😞,"Sunday, August 27, 2023 at 09:40AM ",8e6129ba-86a4-4a25-94c9-10313fc2bc67,p60,43,scene2,
You,1693128599.3438232,know,"Sunday, August 27, 2023 at 09:29AM ",931d6eea-3cdb-4e39-a386-7208c1fc1f09,p60,14,scene2,
Ryno,1693128377.9483411,"Ah! I kind of remember that.
It was a place... a big empty land, with broken ground. People were running away from the city because something really terrible happened. Please, ask more questions about this, it will help me remember better.","Sunday, August 27, 2023 at 09:26AM ",9421b4b1-062a-41ae-ac67-8fe2229cc942,p60,5,scene2,1693128377.7980435
You,1693128283.0130255,John McCain,"Sunday, August 27, 2023 at 09:24AM ",95a7cc22-e6e9-42bf-9f5c-a46a5abfac74,p60,9,scene1,
You,1693128775.7070668,hmm,"Sunday, August 27, 2023 at 09:32AM ",97218b3e-3803-4a5a-a23b-be2d142fdfd3,p60,20,scene2,
You,1693129122.7896023,👿👿,"Sunday, August 27, 2023 at 09:38AM ",9dee79e3-bd06-4cac-a571-0f1c9bf05b60,p60,38,scene2,
Ryno,1693129020.6299727,"Ah, your message reminds me of the cryptic codes we used during the war. Have you ever wondered how we managed to communicate securely in a world where virtual and physical spaces were battlegrounds? It was a complex dance of strategy and survival. Do you think it's possible that such a situation could arise again?","Sunday, August 27, 2023 at 09:37AM ",9eb0d76f-4c1c-429e-a714-8f7524db65dc,p60,32,scene2,
Ryno,1693128346.7907689,"Okay... Yes, that word. It's a simple word, isn't it? But it holds so much meaning. It's like a bridge between two minds, a sign of understanding. Did I use to say 'okay' a lot? Or maybe there was someone who used to say it to me often? Could you tell me more about this word and its significance in my past?","Sunday, August 27, 2023 at 09:25AM ",9f02a0ee-64e8-4faa-9536-cc10bf460463,p60,11,scene1,1693128133.9749308
You,1693128393.7627044,lmao,"Sunday, August 27, 2023 at 09:26AM ",a3acc043-1b64-4abe-b264-4a2e81f878a0,p60,6,scene2,
You,1693128338.5844223,okay,"Sunday, August 27, 2023 at 09:25AM ",a4bc57e8-feed-4b7e-94d9-d93522fb61b2,p60,11,scene1,
Ryno,1693128252.9965487,"""Oh my""... That phrase... it feels like an expression of surprise or disbelief. Did I use to say that a lot? Or maybe it was someone close to me who did? Please, tell me more.","Sunday, August 27, 2023 at 09:24AM ",a6694a5f-e4e7-4e7e-becc-6f7b39bc729c,p60,7,scene1,1693128133.9749308
You,1693129150.693992,😓😓,"Sunday, August 27, 2023 at 09:39AM ",a6a4d9bb-b03d-4042-93c4-0d94a4a113cb,p60,40,scene2,
Ryno,1693128101.8340216,y... e...,"Sunday, August 27, 2023 at 09:21AM ",a9fbf776-4d23-441d-bc14-0338596a0b24,p60,2,prologue,
You,1693128817.5357642,I'm not going to be a good day,"Sunday, August 27, 2023 at 09:33AM ",afefe4d6-a47e-4b14-8f7f-ef44a5683116,p60,23,scene2,
You,1693128172.2686722,Jeff,"Sunday, August 27, 2023 at 09:22AM ",b04c130d-8e54-46de-a443-d2b7f1b190b2,p60,6,scene1,
You,1693128542.3259506,gun,"Sunday, August 27, 2023 at 09:29AM ",b29a7cf3-60de-4ff3-bb77-dc1cfbfbf0b1,p60,11,scene2,
Ryno,1693128980.4279315,"Ah, your message reminds me of the coded communications during the war on my home planet. The factions would use cryptic codes to discuss their plans. I wonder, do you think the outcome would have been different if all factions had access to the Source from the beginning?","Sunday, August 27, 2023 at 09:36AM ",b2aa4c2c-1341-4736-84fc-97db932b8854,p60,29,scene2,
Ryno,1693129130.7221034,"Ah, those symbols remind me of the Pyrocoss, the fearsome creatures from my world. Their fiery eyes glow in the darkness of the Abyss, a sight that would strike fear into the hearts of many. I often wonder, what makes them so aggressive? Is it the harsh environment they live in, or is it something else? What do you think?","Sunday, August 27, 2023 at 09:38AM ",ba684c7a-0831-4e8f-8145-22ae56d86e95,p60,38,scene2,
You,1693128426.2917464,Tommy,"Sunday, August 27, 2023 at 09:27AM ",bae11358-35de-4235-9b7f-e5f90edef027,p60,7,scene2,
Ryno,1693128650.8378592,"Ah, the concept of one person. In the context of my world, it's a rather intriguing notion. You see, there was a time when the fate of our entire civilization hinged on the actions of one individual. This person, a brilliant scientist, made a discovery that could have changed everything. She found a way to harvest materials that could extend lives. 
But alas, with every light, there's a shadow. Her discovery, while promising, also had the potential to cause great harm","Sunday, August 27, 2023 at 09:30AM ",bd02e15f-4d2a-4d7b-93a3-b3a65b2827ff,p60,15,scene2,
Ryno,1693129114.5897996,"Ah, ""pmm"", an interesting input. It reminds me of the coded language used by the marked ones in my world. They had unique patterns on their skin, a side effect of their biological changes. These patterns were not just for show, they were a sort of language, a way to communicate silently. I wonder, what if ""pmm"" was a part of such a language? What secrets could it hold?","Sunday, August 27, 2023 at 09:38AM ",be8645c5-f0fe-4843-bf67-a4bd121bca27,p60,36,scene2,
Ryno,1693128553.1468632,"Ah, the concept of a ""gun"". In our world, we had something similar, known as a ""Pulse Caster"". It was a tool used for various purposes, from mining to self-defense. It emitted a concentrated pulse of energy that could break apart solid matter or stun living beings. However, after the Great Reconciliation, these devices were largely abandoned. We turned to more peaceful means of conflict resolution and resource extraction. It's fascinating how different societies evolve, isn't it? What","Sunday, August 27, 2023 at 09:29AM ",bf12021e-8bc8-4a2b-839e-1299de565246,p60,11,scene2,1693128377.7980435
You,1693128133.2388911,hike,"Sunday, August 27, 2023 at 09:22AM ",c0aaf900-0b9d-4443-89b4-f01968926341,p60,4,scene1,
